Level,Date and Time,Source,Event ID,Task Category,Details
Information,11/12/2024 18:16,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2024-11-13 02:16:16.934
ProcessGuid: {71bacef4-0bf0-6734-c727-000000001400}
ProcessId: 26260
Image: C:\Windows\System32\logman.exe
FileVersion: 10.0.22621.1 (WinBuild.160101.0800)
Description: Performance Log Utility
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: Logman.exe
CommandLine: ""C:\Windows\System32\logman.exe"" stop ""AsusGlideX"" -ets
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {71bacef4-7319-6725-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=7535205877CD1B74A9D5CFF22456E6BD,SHA256=3638EC21028FC0C08237FB99311446D58CBAF5507F2A8198E7A82619CBD001A2,IMPHASH=EB3FED89E97C57F1B41AE544CC3CA475
ParentProcessGuid: {71bacef4-731a-6725-6e00-000000001400}
ParentProcessId: 5376
ParentImage: C:\Program Files\ASUS\GlideX\GlideXServiceExt.exe
ParentCommandLine: ""C:\Program Files\ASUS\GlideX\GlideXServiceExt.exe""
ParentUser: NT AUTHORITY\SYSTEM"
Information,11/12/2024 18:16,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2024-11-13 02:16:16.774
ProcessGuid: {71bacef4-0bf0-6734-c527-000000001400}
ProcessId: 10960
Image: C:\Windows\System32\logman.exe
FileVersion: 10.0.22621.1 (WinBuild.160101.0800)
Description: Performance Log Utility
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: Logman.exe
CommandLine: ""C:\Windows\System32\logman.exe"" stop ""GlideX"" -ets
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {71bacef4-7319-6725-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=7535205877CD1B74A9D5CFF22456E6BD,SHA256=3638EC21028FC0C08237FB99311446D58CBAF5507F2A8198E7A82619CBD001A2,IMPHASH=EB3FED89E97C57F1B41AE544CC3CA475
ParentProcessGuid: {71bacef4-731a-6725-6e00-000000001400}
ParentProcessId: 5376
ParentImage: C:\Program Files\ASUS\GlideX\GlideXServiceExt.exe
ParentCommandLine: ""C:\Program Files\ASUS\GlideX\GlideXServiceExt.exe""
ParentUser: NT AUTHORITY\SYSTEM"
Information,11/12/2024 18:16,Microsoft-Windows-Sysmon,13,Registry value set (rule: RegistryEvent),"Registry value set:
RuleName: -
EventType: SetValue
UtcTime: 2024-11-13 02:16:16.302
ProcessGuid: {71bacef4-0b64-6734-bc27-000000001400}
ProcessId: 9728
Image: C:\Windows\system32\mmc.exe
TargetObject: HKU\S-1-5-21-3388967182-3398865995-3079285575-1001\Software\Microsoft\Windows\CurrentVersion\Shell Extensions\Cached\{AB968F1E-E20B-403A-9EB8-72EB0EB6797E} {000214FA-0000-0000-C000-000000000046} 0xFFFF
Details: Binary Data
User: LAPTOP\sriva"
Information,11/12/2024 18:15,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2024-11-13 02:15:42.949
ProcessGuid: {71bacef4-0bce-6734-c127-000000001400}
ProcessId: 3700
Image: C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe
FileVersion: 1.3.155.85
Description: Microsoft Edge Update
Product: Microsoft Edge Update
Company: Microsoft Corporation
OriginalFileName: msedgeupdate.dll
CommandLine: ""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /ua /installsource scheduler
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {71bacef4-7319-6725-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=A4FC8EC5BC41C41918B0C1541E4E4BE6,SHA256=54545F352215A9C0F370A01980AADCD5749A93589931662D89A974D7BD60F476,IMPHASH=E00D60405A249A05D3B09AA7FE924B17
ParentProcessGuid: {71bacef4-7319-6725-3100-000000001400}
ParentProcessId: 2924
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule
ParentUser: NT AUTHORITY\SYSTEM"
Information,11/12/2024 18:14,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2024-11-13 02:14:01.191
ProcessGuid: {71bacef4-0b69-6734-bd27-000000001400}
ProcessId: 26476
Image: C:\Windows\System32\DriverStore\FileRepository\asussci2.inf_amd64_a61e5ab0aed04d3c\ASUSSystemAnalysis\AsusSystemAnalysis.exe
FileVersion: 2.1.41.0
Description: ASUS System Analysis
Product: ASUS System Analysis
Company: ASUSTeK COMPUTER INC.
OriginalFileName: AsusSystemAnalysis.exe
CommandLine: ""C:\Windows\System32\DriverStore\FileRepository\asussci2.inf_amd64_a61e5ab0aed04d3c\ASUSSystemAnalysis\AsusSystemAnalysis.exe"" -j0
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {71bacef4-7319-6725-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=4B52D24FC29FE82AF18226A7C29B2092,SHA256=0CB924C69BD72CA1F4E87CDC881939E0D9C56A6C534FFFFC60E59204596797E7,IMPHASH=343FBDA003E9AA201C1300B1451FBE52
ParentProcessGuid: {71bacef4-7319-6725-3100-000000001400}
ParentProcessId: 2924
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule
ParentUser: NT AUTHORITY\SYSTEM"
Information,11/12/2024 18:13,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2024-11-13 02:13:56.990
ProcessGuid: {71bacef4-0b64-6734-bc27-000000001400}
ProcessId: 9728
Image: C:\Windows\System32\mmc.exe
FileVersion: 10.0.22621.4317 (WinBuild.160101.0800)
Description: Microsoft Management Console
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: mmc.exe
CommandLine: ""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\eventvwr.msc""
CurrentDirectory: C:\Windows\system32\
User: LAPTOP\sriva
LogonGuid: {71bacef4-c1b8-672f-be81-020600000000}
LogonId: 0x60281BE
TerminalSessionId: 4
IntegrityLevel: High
Hashes: MD5=E2CE59012569E26AB5A7CFD927121BCC,SHA256=3308EAD7F440421E844FCD57474288C536F770B1FDAB7CF9DD8863A20C06CDEE,IMPHASH=68776A124CCE309893E4625FE8CBD948
ParentProcessGuid: {71bacef4-0b64-6734-bb27-000000001400}
ParentProcessId: 2756
ParentImage: C:\Windows\System32\eventvwr.exe
ParentCommandLine: ""C:\Windows\system32\eventvwr.exe"" 
ParentUser: LAPTOP\sriva"
Information,11/12/2024 18:13,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2024-11-13 02:13:56.950
ProcessGuid: {71bacef4-0b64-6734-bb27-000000001400}
ProcessId: 2756
Image: C:\Windows\System32\eventvwr.exe
FileVersion: 10.0.22621.4249 (WinBuild.160101.0800)
Description: Event Viewer Snapin Launcher
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: eventvwr.exe
CommandLine: ""C:\Windows\system32\eventvwr.exe"" 
CurrentDirectory: C:\Windows\system32\
User: LAPTOP\sriva
LogonGuid: {71bacef4-c1b8-672f-be81-020600000000}
LogonId: 0x60281BE
TerminalSessionId: 4
IntegrityLevel: High
Hashes: MD5=2EAA0600985654D22BFD206BE5709992,SHA256=A0EE7421182EFDC18AE71AF9230BD239A671BEE5A1F2063F6CEFF80F199762F0,IMPHASH=81E915BA07B6A006C4D31BF65A282226
ParentProcessGuid: {71bacef4-c1b9-672f-af21-000000001400}
ParentProcessId: 2332
ParentImage: C:\Windows\explorer.exe
ParentCommandLine: C:\Windows\Explorer.EXE
ParentUser: LAPTOP\sriva"
Information,11/12/2024 18:13,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2024-11-13 02:13:56.825
ProcessGuid: {71bacef4-0b64-6734-ba27-000000001400}
ProcessId: 344
Image: C:\Windows\System32\consent.exe
FileVersion: 10.0.22621.4391 (WinBuild.160101.0800)
Description: Consent UI for administrative applications
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: consent.exe
CommandLine: consent.exe 4100 318 00000209254BD900
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {71bacef4-7319-6725-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 4
IntegrityLevel: System
Hashes: MD5=7078E2856358199E291D41A3F3F369F1,SHA256=B21FB0C6F113DB4298550F39B951C097F63188BCEA86E8414F04F9CA644B26D8,IMPHASH=5D0C875DBD930A73D5A983016E384930
ParentProcessGuid: {71bacef4-731a-6725-4800-000000001400}
ParentProcessId: 4100
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p -s Appinfo
ParentUser: NT AUTHORITY\SYSTEM"
Information,11/12/2024 18:13,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2024-11-13 02:13:56.803
ProcessGuid: {71bacef4-0b64-6734-b927-000000001400}
ProcessId: 19056
Image: C:\Windows\System32\eventvwr.exe
FileVersion: 10.0.22621.4249 (WinBuild.160101.0800)
Description: Event Viewer Snapin Launcher
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: eventvwr.exe
CommandLine: ""C:\Windows\system32\eventvwr.exe"" 
CurrentDirectory: C:\Users\sriva\
User: LAPTOP\sriva
LogonGuid: {71bacef4-c1b8-672f-0882-020600000000}
LogonId: 0x6028208
TerminalSessionId: 4
IntegrityLevel: Medium
Hashes: MD5=2EAA0600985654D22BFD206BE5709992,SHA256=A0EE7421182EFDC18AE71AF9230BD239A671BEE5A1F2063F6CEFF80F199762F0,IMPHASH=81E915BA07B6A006C4D31BF65A282226
ParentProcessGuid: {71bacef4-c1b9-672f-af21-000000001400}
ParentProcessId: 2332
ParentImage: C:\Windows\explorer.exe
ParentCommandLine: C:\Windows\Explorer.EXE
ParentUser: LAPTOP\sriva"
Information,11/12/2024 18:13,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2024-11-13 02:13:56.707
ProcessGuid: {71bacef4-0b64-6734-b827-000000001400}
ProcessId: 26892
Image: C:\Windows\System32\smartscreen.exe
FileVersion: 10.0.22621.4111 (WinBuild.160101.0800)
Description: Windows Defender SmartScreen
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: smartscreen.exe
CommandLine: C:\Windows\System32\smartscreen.exe -Embedding
CurrentDirectory: C:\Windows\system32\
User: LAPTOP\sriva
LogonGuid: {71bacef4-c1b8-672f-0882-020600000000}
LogonId: 0x6028208
TerminalSessionId: 4
IntegrityLevel: Medium
Hashes: MD5=D447511B1A99D72F21DC1A148F1A32A3,SHA256=44043D16DA495F1983E7E97112BECE4398ED46BF49C722241024E693F5044255,IMPHASH=2CD979428F6A7D556A8BFFD60C64AD9B
ParentProcessGuid: {71bacef4-7319-6725-0f00-000000001400}
ParentProcessId: 1524
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k DcomLaunch -p
ParentUser: NT AUTHORITY\SYSTEM"
Information,11/12/2024 18:12,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2024-11-13 02:12:22.476
ProcessGuid: {71bacef4-0b06-6734-b627-000000001400}
ProcessId: 16864
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
FileVersion: 130.0.2849.68
Description: Microsoft Edge
Product: Microsoft Edge
Company: Microsoft Corporation
OriginalFileName: msedge.exe
CommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=en-US --service-sandbox-type=service --video-capture-use-gpu-memory-buffer --string-annotations=is-enterprise-managed=no --field-trial-handle=7988,i,15025092077628641454,472859390721274277,262144 --variations-seed-version --mojo-platform-channel-handle=8204 /prefetch:14
CurrentDirectory: C:\Program Files (x86)\Microsoft\Edge\Application\130.0.2849.68\
User: LAPTOP\sriva
LogonGuid: {71bacef4-c1b8-672f-0882-020600000000}
LogonId: 0x6028208
TerminalSessionId: 4
IntegrityLevel: Low
Hashes: MD5=C7450784B4AC0E1FCA489233ACC089CC,SHA256=B000DBCD60378DC5E39341995B080A20C3F1AD748BA47F5DC6D29F6C24B834A3,IMPHASH=33A61B2A9E924E0969684BC29F104182
ParentProcessGuid: {71bacef4-9041-6731-0024-000000001400}
ParentProcessId: 21708
ParentImage: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
ParentCommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --no-startup-window
ParentUser: LAPTOP\sriva"
Information,11/12/2024 18:10,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2024-11-13 02:10:34.258
ProcessGuid: {71bacef4-0a9a-6734-b427-000000001400}
ProcessId: 25088
Image: C:\Program Files\WindowsApps\Microsoft.YourPhone_1.24101.61.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe
FileVersion: 1.24101.61.0
Description: Microsoft Phone Link
Product: Microsoft Phone Link
Company: Microsoft Corporation
OriginalFileName: PhoneExperienceHost.dll
CommandLine: ""C:\Program Files\WindowsApps\Microsoft.YourPhone_1.24101.61.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe"" -ComServer:Background -Embedding
CurrentDirectory: C:\Windows\system32\
User: LAPTOP\sriva
LogonGuid: {71bacef4-c1b8-672f-0882-020600000000}
LogonId: 0x6028208
TerminalSessionId: 4
IntegrityLevel: Medium
Hashes: MD5=199E06EE9C3929B80B3FED8E6D110B16,SHA256=03B6FFBD9FCECBD06C3377F0C92E2F2F5797C800A1D8C770D34F1458D0678471,IMPHASH=6A91EB82BFD19D2706C7D43C46F7064E
ParentProcessGuid: {71bacef4-7319-6725-0f00-000000001400}
ParentProcessId: 1524
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k DcomLaunch -p
ParentUser: NT AUTHORITY\SYSTEM"
Information,11/12/2024 18:10,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2024-11-13 02:10:33.868
ProcessGuid: {71bacef4-0a99-6734-b127-000000001400}
ProcessId: 20244
Image: C:\Windows\System32\DriverStore\FileRepository\asussci2.inf_amd64_a61e5ab0aed04d3c\ASUSSoftwareManager\AsusUpdateChecker.exe
FileVersion: 1.1.7.0
Description: ASUS Update Checker
Product: ASUS Update Checker
Company: ASUSTeK COMPUTER INC.
OriginalFileName: AsusUpdateChecker.exe
CommandLine: ""C:\Windows\System32\DriverStore\FileRepository\asussci2.inf_amd64_a61e5ab0aed04d3c\ASUSSoftwareManager\AsusUpdateChecker.exe""
CurrentDirectory: C:\Windows\system32\
User: LAPTOP\sriva
LogonGuid: {71bacef4-c1b8-672f-be81-020600000000}
LogonId: 0x60281BE
TerminalSessionId: 4
IntegrityLevel: High
Hashes: MD5=F912BFF9B7F3A93B8662E3713469AE79,SHA256=A396B02FA41BD5280DFB398D602F8D450503360C7D7CACEAE7D682B025A3A152,IMPHASH=D22E3EA4D23EFEBCB35747618D0D8E15
ParentProcessGuid: {71bacef4-7319-6725-3100-000000001400}
ParentProcessId: 2924
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule
ParentUser: NT AUTHORITY\SYSTEM"
